source_sku,relationship_type,target_sku,requirement,evidence,source_page,confidence,review_required
K-39242IN-ST,compatible_with,K-38806IN-NA,compatible,"Compatible Sink: K-38806IN-NA, K-38807IN-NA",155,high,false
K-39242IN-ST,compatible_with,K-38807IN-NA,compatible,"Compatible Sink: K-38806IN-NA, K-38807IN-NA",155,high,false
K-39241IN-ST,compatible_with,K-38803IN-NA,compatible,Compatible Sink: K-38803IN-NA,155,high,false
K-39240IN-ST,compatible_with,K-38801IN-NA,compatible,"Compatible Sink: K-38801IN-NA, K-38802IN-NA",155,high,false
K-39240IN-ST,compatible_with,K-38802IN-NA,compatible,"Compatible Sink: K-38801IN-NA, K-38802IN-NA",155,high,false
K-39239IN-ST,compatible_with,K-38797IN-NA,compatible,Compatible Sink: K-38797IN-NA,155,high,false
K-39238IN-ST,compatible_with,K-38796IN-NA,compatible,Compatible Sink: K-38796IN-NA,155,high,false
K-39237IN-ST,compatible_with,K-38779IN-NA,compatible,"Compatible Sink: K-38779IN-NA, K-38795IN-NA",155,high,false
K-39237IN-ST,compatible_with,K-38795IN-NA,compatible,"Compatible Sink: K-38779IN-NA, K-38795IN-NA",155,high,false
K-39228IN-ST,compatible_with,K-38778IN-NA,compatible,Compatible Sink: K-38778IN-NA,155,high,false
K-39218IN-ST,compatible_with,K-38735IN-NA,compatible,Compatible Sink: K-38735IN-NA,155,high,false
K-18777IN-K-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome (K-17295T-CP),161,high,false
K-1709IN-K-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome (K-17295T-CP),161,high,false
K-1404IN-K-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-1704T-Z-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-1707T-Z-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-18778T-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-18776T-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-15847T-0,requires,K-17295T-CP,mandatory,Bath drain in polished chrome K-17295T-CP,161,high,false
K-97367T-B4-CP,requires,K-97904T-NA,mandatory,Mounting base (K-97904T-NA),162,high,false
K-73087T-B4-CP,requires,K-97905T-NA,mandatory,Mounting base (K-97905T-NA),162,high,false
EX25998T-NW-CP,requires,K-28845IN-NA,mandatory,AC Power supply (K-28845IN-NA),166,high,true
