sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-23472IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control basin faucet without drain in matte black,,24450.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-23486IN-4ND-BL,,,,wall_mount_basin,bathroom,vibrant_finishes,wall_mount_basin,Single-control wall mount basin faucet trim in matte black,,23550.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-23511IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout with diverter in matte black,,12250.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-23512IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout without diverter in matte black,,10700.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-72337IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Aleo+™ Single-control tall basin faucet without drain in matte black,,26400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-72312IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control basin faucet without drain in matte black,,21100.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-5684IN-4ND-BL,,,,wall_mount_basin,bathroom,vibrant_finishes,wall_mount_basin,Single-control wall mount basin faucet trim in matte black,,19700.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-77311IN-4FP-BL,,,,,bathroom,vibrant_finishes,,trim in matte black,,22150.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,135,catalogue,medium,False,,unique,,clean
K-20077IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Aleo™ Bath spout with diverter in matte black,,9550.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-99061IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout without diverter in matte black,,7400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38894IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Fluence+™ Single-control tall basin faucet without drain in matte black,,22500.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38893IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control basin faucet without drain in matte black,,18000.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38895IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in matte black,,22500.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38897IN-4FP-BL,,,,shower_trim,bathroom,vibrant_finishes,shower_trim,AT360 trim in matte black,,19400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38887IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Fluence™ Single-control tall basin faucet without drain in matte black,,20600.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38886IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control basin faucet without drain in matte black,,16500.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38888IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in matte black,,20600.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38890IN-4FP-BL,,,,shower_trim,bathroom,vibrant_finishes,shower_trim,AT360 trim in matte black,,17800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38891IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout with diverter in matte black,,7000.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-38892IN-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout without diverter in matte black,,5420.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,136,catalogue,high,False,,unique,,clean
K-23967IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Vive Single-control tall basin faucet without drain in matte black,,19100.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-23966IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control basin faucet without drain in matte black,,15300.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-23975IN-4ND-BL,,,,basin_faucet,bathroom,vibrant_finishes,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in matte black,,19150.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-23974IN-AA-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout with diverter in matte black,,8750.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-23973IN-AA-BL,,,,bath_spout,bathroom,vibrant_finishes,bath_spout,Bath spout without diverter in matte black,,7400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-97168IN-BL,Loure®,Loure®,,,bathroom,vibrant_finishes,,Rectangle 600mm x 800mm multifunction (4F) rainpanel in matte black,,727700.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-97167IN-BL,Loure®,Loure®,,,bathroom,vibrant_finishes,,Square 500mm x 500mm multifunction (2F) rainpanel in matte black,,407900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-29959IN-BL,ModernLife Edge™,ModernLife Edge™,,,bathroom,vibrant_finishes,,Hexagonal 425mm x 330mm dual flow rainpanel in matte black,,194800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-9301IN-CL-BL,ModernLife Edge™,ModernLife Edge™,modernlife-edge-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 381mm single function rainhead in matte black,,133400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-26297IN-BL,Statement™,Statement™,statement-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Oblong 453mm two-function rainhead in matte black,,106200.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26324IN-BL/K-26326T-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,137,catalogue,high,False,,unique,,clean
K-9302IN-CL-BL,ModernLife Edge™,ModernLife Edge™,modernlife-edge-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 330mm single function rainhead in matte black,,91400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-26296IN-BL,Statement™,Statement™,statement-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Oblong 353mm two-function rainhead in matte black,,89900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26324IN-BL/K-26326T-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-24470IN-BL,ModernLife™,ModernLife™,modernlife-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Rectangle 330mm x 230mm two-function rainhead in matte black,,58800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26324IN-BL/K-26326T-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-26294IN-BL,Statement™,Statement™,statement-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Oblong 353mm single function rainhead in matte black,,58400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-38629IN-BL,RainMax II,RainMax II,rainmax-ii-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 305mm two function dual core rainhead in matte black,,45250.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26324IN-BL/K-26326T-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-27731IN-BL,ModernLife™,ModernLife™,modernlife-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Rectangle 330mm x 230mm single function rainhead in matte black,,37800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-26856IN-BL,RainMax,RainMax,rainmax-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 305mm single function dual core rainhead in matte black,,32150.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-26855IN-BL,RainMax,RainMax,rainmax-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 254mm single function dual core rainhead in matte black,,26750.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-26854IN-BL,RainMax,RainMax,rainmax-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Round 254mm single function dual core rainhead in matte black,,25250.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-38973IN-BL,Pristine,Pristine,pristine-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 254mm single function filtered rainhead in matte black,,17500.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-39507IN-BL,Rain Duet™,Rain Duet™,rain-duet-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Round 254mm single function anti drip rainhead in matte black,,16800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-73040IN-CL-BL,Rain Duet Edge™,Rain Duet Edge™,rain-duet-edge-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Square 254mm single function Katalyst™ rainhead in matte black,,20300.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,138,catalogue,high,False,,unique,,clean
K-73039IN-CL-BL,Rain Duet Edge™,Rain Duet Edge™,rain-duet-edge-rainhead,rainhead,bathroom,vibrant_finishes,rainhead,Round 254mm single function Katalyst™ rainhead in matte black,,18900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-22447IN-BL/K-22446IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,True,,unique,,review_required
K-34098IN-BL,Radiance™,Radiance™,radiance-diverter,diverter,bathroom,vibrant_finishes,diverter,Shoulder shower unit with diverter in matte black,,25900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-34099IN-BL,Radiance™,Radiance™,radiance-diverter,diverter,bathroom,vibrant_finishes,diverter,Shoulder shower unit without diverter in matte black,,25900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-26300IN-BL,Statement™,Statement™,,,bathroom,vibrant_finishes,,Oblong vichy body spray in matte black,,26400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-8002IN-BL,Watertile®,Watertile®,,,bathroom,vibrant_finishes,,54-nozzle bodyspray in matte black,,18950.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-26299IN-BL,Statement™,Statement™,,,bathroom,vibrant_finishes,,Round deep massage body spray in matte black,,14900.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-26290IN-BL,Statement™,Statement™,statement-showerhead,showerhead,bathroom,vibrant_finishes,showerhead,Oblong 202mm three function showerhead in matte black,,11450.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26318IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-38972IN-BL,Pristine,Pristine,pristine-showerhead,showerhead,bathroom,vibrant_finishes,showerhead,Square 203mm single function filtered showerhead in matte black,,9100.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26318IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-28694IN-BL,Statement™,Statement™,statement-hand_shower,hand_shower,bathroom,vibrant_finishes,hand_shower,Round three-function hand shower with hose with WaterMind™ technology in matte black,,18000.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99035IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-28695IN-BL,Statement™,Statement™,statement-hand_shower,hand_shower,bathroom,vibrant_finishes,hand_shower,Oblong three-function hand shower with hose with WaterMind™ technology in matte black,,14750.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99035IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,139,catalogue,medium,False,,unique,,clean
K-39502IN-BL,Rain Duet™,Rain Duet™,rain-duet-hand_shower,hand_shower,bathroom,vibrant_finishes,hand_shower,Round three-function hand shower with purge without hose in matte black,,11200.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99035IN-BL; K-11628IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,False,,unique,,clean
K-98445IN-BL,Spatula,Spatula,spatula-hand_shower,hand_shower,bathroom,vibrant_finishes,hand_shower,Square single function large hand shower with hose in matte black,,9350.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99035IN-BL,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,False,,unique,,clean
K-30318IN-BL,Soundtile®,Soundtile®,,,bathroom,vibrant_finishes,,Soundtile® speakers - pair in matte black,,58800.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-30319IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,False,,unique,,clean
K-28214-ASC-BL,Anthem+™,Anthem+™,,,bathroom,vibrant_finishes,,2-12 outlet digital control interface in matte black,,159100.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-28212IN-NA/,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,True,,repeated_same_sku,K-28214-ASC-BL,review_required
K-28214IN-BL,Anthem™,Anthem™,,,bathroom,vibrant_finishes,,2-6 outlet digital control interface in matte black,,128100.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-28212IN-NA/; K-28211IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,True,,unique,,review_required
K-26350IN-9-BL,Anthem™,Anthem™,anthem-shower_trim,shower_trim,bathroom,vibrant_finishes,shower_trim,Recessed thermostatic mechanical 6 outlet trim in matte black,,238400.0,INR,True,,BL,matte black,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-26344IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,140,catalogue,medium,False,,unique,,clean
