sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-97358IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim + valve in polished chrome,,72200.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-97345IN-4-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet with drain in polished chrome,,57800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-73159IN-7-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Composed™ Single-control tall basin faucet with drain in polished chrome,,57800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-73061IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim + valve in polished chrome,,57800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-73050IN-7-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet with drain in polished chrome,,52500.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-25758IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,ModernLife Edge™ Single-control tall basin faucet without drain in polished chrome,,33100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-25759IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,28000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-25757IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,26500.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,unique,,clean
K-25761IN-9-CP,,,,shower_trim,bathroom,faucets,shower_trim,Thermostatic recessed bath and shower Autosense 235+ trim in polished chrome,,18000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-20740IN-A-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,repeated_same_sku,K-25761IN-9-CP,clean
K-25764IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,11000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,repeated_same_sku,K-25764IN-CP,clean
K-25765IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,9500.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,46,catalogue,high,False,,repeated_same_sku,K-25765IN-CP,clean
K-28514IN-ND-CP,,,,,bathroom,faucets,,Evoke™ Touchless Touchless single control tall basin mixer faucet without drain in polished chrome,,27000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,repeated_same_sku,K-28514IN-ND-CP,clean
K-28513IN-ND-CP,,,,,bathroom,faucets,,Touchless single control basin mixer faucet without drain in polished chrome,,20600.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,repeated_same_sku,K-28513IN-ND-CP,clean
K-23475IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Parallel Single-control tall basin faucet without drain in polished chrome,,21850.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23472IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,17450.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23483IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,10530.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23482IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,8420.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23486IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,16800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23497IN-4-CP,,,,,bathroom,faucets,,trim in polished chrome,,15800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23496IN-4-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,10700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-23511IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,8850.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,repeated_same_sku,K-23511IN-CP,clean
K-23512IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,7700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,repeated_same_sku,K-23512IN-CP,clean
K-72337IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Aleo+™ Single-control tall basin faucet without drain in polished chrome,,18850.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-72312IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,15100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,47,catalogue,high,False,,unique,,clean
K-20071IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,8180.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72326IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,7440.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-5684IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,14050.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-77311IN-4FP-CP,,,,,bathroom,faucets,,trim in polished chrome,,15800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72328IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,9450.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72298IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Aleo™ Single-control tall basin faucet without drain in polished chrome,,16900.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72275IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,13500.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-20070IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,7200.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72288IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,6540.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-5683IN-4ND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,12100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-77310IN-4FP-CP,,,,,bathroom,faucets,,trim in polished chrome,,14750.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-72290IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,8050.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,unique,,clean
K-20077IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,6850.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,repeated_same_sku,K-20077IN-CP,clean
K-99061IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,5300.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,48,catalogue,high,False,,repeated_same_sku,K-99061IN-CP,clean
K-38894IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Fluence+™ Single-control tall basin faucet without drain in polished chrome,,16100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38893IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,12800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38895IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in polished chrome,,16100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38896IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT235 trim in polished chrome,,7700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38897IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,AT360 trim in polished chrome,,13900.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38887IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Fluence™ Single-control tall basin faucet without drain in polished chrome,,14700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38886IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,11800.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38888IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in polished chrome,,14700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38889IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT235 trim in polished chrome,,7100.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38890IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,AT360 trim in polished chrome,,12700.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-99924IN-CP,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-38891IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,5000.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,repeated_same_sku,K-38891IN-CP,clean
K-38892IN-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,3870.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,repeated_same_sku,K-38892IN-CP,clean
K-23967IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Vive Single-control tall basin faucet without drain in polished chrome,,13650.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,49,catalogue,high,False,,unique,,clean
K-23966IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,10900.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-23968IN-4-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,5450.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-23975IN-4ND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control wall mount monoblock basin faucet trim + valve in polished chrome,,13650.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-23971IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,6250.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-23974IN-AA-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout with diverter in polished chrome,,6250.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,repeated_same_sku,K-23974IN-AA-CP,clean
K-23973IN-AA-CP,,,,bath_spout,bathroom,faucets,bath_spout,Bath spout without diverter in polished chrome,,5200.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,repeated_same_sku,K-23973IN-AA-CP,clean
K-22535IN-4AND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Hone Single-control tall basin faucet without drain in polished chrome,,11880.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-22534IN-4AND-CP,,,,basin_faucet,bathroom,faucets,basin_faucet,Single-control basin faucet without drain in polished chrome,,9500.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-22539IN-4A-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Tall pillar tap in polished chrome,,5810.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-22538IN-4A-CP,,,,pillar_tap,bathroom,faucets,pillar_tap,Pillar tap in polished chrome,,4650.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-22540IN-4AND-CP,,,,wall_mount_basin,bathroom,faucets,wall_mount_basin,Single-control wall mount basin faucet trim in polished chrome,,7280.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-5679IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
K-38938IN-4FP-CP,,,,shower_trim,bathroom,faucets,shower_trim,Recessed bath and shower AT 235 trim in polished chrome,,5390.0,INR,True,,CP,polished chrome,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-882IN-NA,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,50,catalogue,high,False,,unique,,clean
